fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,type
-0.8571428571428577,1.2727272727272727,1.0303030303030303,-0.2857142857142859,-1.3000000000000007,0.07142857142857142,1.2345679012345678,-1.405764966740644,1.3684210526315783,-0.11111111111111124,0.8750000000000004,0.0,red
-0.04761904761904788,1.2121212121212122,0.09090909090909083,2.9999999999999987,0.2000000000000003,0.5,0.6419753086419753,-0.15521064301556037,-0.7894736842105261,-0.5,-0.43749999999999967,-1.0,red
-0.3809523809523814,0.5656565656565659,-0.787878787878788,2.4285714285714275,0.3499999999999998,0.21428571428571427,0.1728395061728395,0.36807095343682295,0.7894736842105261,-0.44444444444444436,-0.37499999999999983,-1.0,red
-0.8571428571428577,0.1616161616161618,-0.787878787878788,0.0,0.0,-0.5714285714285714,-0.6666666666666666,-0.8736141906874139,1.3684210526315783,-0.44444444444444436,0.8750000000000004,0.0,red
-0.04761904761904788,0.12121212121212135,0.27272727272727265,0.0,-0.25000000000000033,0.5,0.691358024691358,0.2793791574279102,-0.3157894736842109,-0.33333333333333315,-0.5625000000000003,-1.0,red
-0.8571428571428577,-0.7272727272727274,-0.030303030303030335,-0.5714285714285715,0.25000000000000033,-0.7142857142857143,-0.24691358024691357,-0.9445676274945342,0.26315789473684126,-0.8333333333333337,0.0,-1.0,red
0.9523809523809526,0.888888888888889,-0.21212121212121215,4.285714285714285,1.6000000000000008,1.3571428571428572,0.9382716049382716,0.891352549889157,-0.894736842105263,-0.38888888888888873,-0.43749999999999967,-1.0,red
1.1904761904761907,-1.0101010101010104,0.696969696969697,-0.5714285714285715,-0.2000000000000003,-0.5714285714285714,-0.4444444444444444,0.4124168514412547,-0.6842105263157892,1.7222222222222232,0.5625000000000003,0.0,red
0.4285714285714288,1.2727272727272727,-0.6363636363636365,-0.5714285714285715,-0.2000000000000003,-0.6428571428571429,-0.4691358024691358,-0.2705099778270632,-0.05263157894736965,-0.8333333333333337,-0.31250000000000006,-1.0,red
1.8571428571428577,-0.0808080808080809,0.696969696969697,0.0,0.5,-0.6428571428571429,-0.5925925925925926,1.4323725055432834,-0.6315789473684218,-0.8333333333333337,-0.31250000000000006,-1.0,red
-0.1904761904761907,-0.40404040404040426,0.18181818181818182,0.7142857142857141,-0.6000000000000001,-0.5,-0.32098765432098764,-0.21729490022173528,-0.3684210526315782,-0.8333333333333337,0.1875000000000005,-1.0,red
-0.1428571428571432,-0.4444444444444447,0.696969696969697,-0.2857142857142859,0.44999999999999996,0.14285714285714285,0.12345679012345678,0.54545454545455,0.894736842105263,0.11111111111111124,-0.5625000000000003,-1.0,red
-0.1428571428571432,0.5050505050505052,-0.6969696969696971,-0.4285714285714288,0.3499999999999998,0.0,0.4691358024691358,0.05764966740575143,0.3157894736842109,-0.8333333333333337,0.1250000000000007,-1.0,red
-0.28571428571428603,-0.04040404040404045,-0.24242424242424251,-0.14285714285714296,-0.44999999999999996,-0.14285714285714285,-0.24691358024691357,0.4035476718403585,1.105263157894737,0.6111111111111113,-0.37499999999999983,0.0,red
-0.1428571428571432,-0.1616161616161618,0.1515151515151515,0.8571428571428564,-0.44999999999999996,-0.7142857142857143,-0.5679012345679012,0.07095343680707111,-0.47368421052631515,-0.38888888888888873,0.1250000000000007,0.0,red
-0.1904761904761907,-0.5656565656565659,0.9393939393939393,0.14285714285714232,1.3500000000000005,-0.6428571428571429,-0.6419753086419753,-0.31929046563196767,0.26315789473684126,-0.38888888888888873,0.8125000000000007,0.0,red
1.333333333333333,0.0,0.36363636363636365,0.5714285714285712,-0.6500000000000002,1.0714285714285714,0.4444444444444444,-0.44345898004436674,-0.8421052631578957,0.944444444444445,1.2500000000000002,1.0,red
-0.09523809523809534,-1.0101010101010104,0.12121212121212116,-0.7142857142857144,-1.0000000000000007,0.42857142857142855,0.0,-0.8292682926829821,-0.10526315789473696,-0.8333333333333337,0.4375000000000008,0.0,red
0.5238095238095237,-0.1616161616161618,0.18181818181818182,0.8571428571428564,0.25000000000000033,0.5,1.8518518518518519,0.722838137472277,0.052631578947367315,0.0,-0.43749999999999967,-1.0,red
0.666666666666667,0.5454545454545456,0.0,-0.2857142857142859,0.8500000000000005,-0.6428571428571429,-0.07407407407407407,0.2705099778270632,-0.3157894736842109,-0.8333333333333337,-0.31250000000000006,-1.0,red
1.8095238095238093,-0.12121212121212135,0.696969696969697,0.0,0.2000000000000003,-0.6428571428571429,-0.5679012345679012,1.4323725055432834,-0.6315789473684218,-0.8333333333333337,-0.5625000000000003,-1.0,red
0.33333333333333304,-0.8282828282828285,0.4242424242424243,0.0,0.0,-0.7142857142857143,-0.6666666666666666,-0.7317073170732223,-0.21052631578947392,0.2777777777777781,1.1250000000000007,0.0,red
1.4761904761904763,-1.0101010101010104,1.0303030303030303,0.4999999999999994,0.30000000000000043,-0.2857142857142857,-0.32098765432098764,0.10199556541018318,-0.6842105263157892,-0.05555555555555562,1.0625000000000009,-1.0,red
0.5714285714285712,0.9696969696969698,1.0303030303030303,-0.7142857142857144,2.250000000000001,0.2857142857142857,0.6419753086419753,-0.11086474501112861,-1.2631578947368436,1.7222222222222232,-0.5625000000000003,0.0,red
-0.3809523809523814,-0.5252525252525254,-0.4242424242424243,-0.14285714285714296,-0.7000000000000003,0.0,-0.345679012345679,-1.405764966740644,-0.05263157894736965,-0.5,1.5000000000000007,0.0,red
0.5238095238095237,-0.3636363636363638,0.24242424242424251,0.4285714285714282,0.05000000000000007,0.8571428571428571,1.1851851851851851,0.8558758314856214,0.3684210526315782,0.0,-0.37499999999999983,0.0,red
