fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,type
0.35000000000000053,-0.818181818181818,-0.6666666666666669,0.5457317073170731,1.7142857142857142,1.0,0.7457627118644068,0.47133027522936116,-0.15000000000000144,-0.21428571428571397,-0.10526315789473738,0.0,white
0.10000000000000053,0.18181818181818196,-0.08333333333333341,0.2530487804878049,-0.21428571428571389,0.5909090909090909,0.576271186440678,0.2006880733945101,0.5500000000000002,0.7142857142857137,0.10526315789473645,1.0,white
-1.0,-0.5454545454545454,-0.6666666666666669,-0.4542682926829268,-0.7142857142857136,1.3181818181818181,0.5932203389830508,-0.7557339449541086,1.4000000000000008,0.6428571428571431,1.0,1.0,white
-0.20000000000000018,-0.9090909090909091,0.16666666666666682,-0.49085365853658536,-0.42857142857142827,0.3181818181818182,-0.3220338983050847,-0.8772935779816378,-0.850000000000003,1.4999999999999998,0.8421052631578944,0.0,white
-1.2000000000000002,0.6363636363636364,-0.75,0.8140243902439024,-0.928571428571428,-0.5,0.4067796610169492,-0.11582568807338857,1.1500000000000015,1.214285714285714,0.736842105263158,0.0,white
-0.8999999999999995,-0.36363636363636365,-1.1666666666666667,0.1554878048780488,-0.14285714285714243,-0.2727272727272727,-0.23728813559322035,0.06995412844036641,0.4499999999999999,0.21428571428571436,-0.26315789473684204,-1.0,white
-0.5,0.3636363636363634,-0.6666666666666669,0.17987804878048774,-0.21428571428571389,0.18181818181818182,0.11864406779661017,0.2924311926605544,0.20000000000000046,0.0,-0.4736842105263159,-1.0,white
-0.39999999999999947,1.727272727272727,-1.1666666666666667,-0.49085365853658536,-0.928571428571428,-1.0454545454545454,-0.05084745762711865,-0.7396788990825458,-1.0500000000000012,-0.9285714285714277,0.21052631578947384,-1.0,white
1.5000000000000009,0.7272727272727273,0.16666666666666682,-0.42987804878048774,0.9285714285714285,-0.9545454545454546,0.711864406779661,0.2006880733945101,-0.20000000000000046,0.0,-0.3684210526315794,-1.0,white
-1.2000000000000002,-0.18181818181818196,0.16666666666666682,-0.49085365853658536,-0.6428571428571422,0.6818181818181818,0.4067796610169492,-0.9369266055045818,0.6999999999999993,-0.9285714285714277,1.210526315789473,1.0,white
-0.09999999999999964,1.363636363636363,0.16666666666666682,0.49695121951219495,0.42857142857142877,-0.22727272727272727,0.2711864406779661,0.7052752293578046,0.20000000000000046,0.2857142857142858,-0.6842105263157897,-1.0,white
0.5,1.8181818181818181,-1.0,0.6189024390243901,1.7142857142857142,-0.2727272727272727,1.3220338983050848,0.774082568807338,-1.1000000000000025,0.7857142857142853,-0.6315789473684215,0.0,white
0.10000000000000053,0.27272727272727243,-0.5833333333333334,0.8628048780487803,-0.21428571428571389,-0.22727272727272727,0.03389830508474576,0.4116972477064171,-0.6500000000000026,1.2857142857142854,0.0,0.0,white
0.10000000000000053,0.18181818181818196,-0.4166666666666666,-0.3689024390243902,-0.4999999999999998,0.36363636363636365,-0.22033898305084745,-0.2580275229357623,1.2000000000000004,0.1428571428571429,0.21052631578947384,1.0,white
0.5,1.8181818181818181,-0.5,-0.2225609756097561,1.7142857142857142,-1.0454545454545454,0.01694915254237288,0.1548165137614625,-0.850000000000003,0.35714285714285726,-0.7894736842105262,-1.0,white
-0.2999999999999998,-0.36363636363636365,-1.0833333333333335,-0.49085365853658536,1.4999999999999998,0.09090909090909091,0.9661016949152542,-0.17316513761466626,-0.6500000000000026,0.21428571428571436,-0.4736842105263159,0.0,white
1.5000000000000009,-0.7272727272727273,-0.16666666666666682,-0.49085365853658536,-0.7142857142857136,-0.6363636363636364,-1.0,-0.6043577981651203,-0.8000000000000018,0.2857142857142858,0.3157894736842103,0.0,white
0.10000000000000053,1.363636363636363,0.08333333333333341,0.6067073170731706,0.0,-0.2727272727272727,0.3050847457627119,0.7052752293578046,0.10000000000000023,0.35714285714285726,-0.5263157894736841,-1.0,white
-0.09999999999999964,-0.818181818181818,-0.4166666666666666,-0.4542682926829268,-0.7857142857142851,0.22727272727272727,0.2542372881355932,-0.27178899082568425,1.1000000000000003,0.35714285714285726,0.052631578947368224,-1.0,white
0.20000000000000018,-0.36363636363636365,-0.5,0.49695121951219495,-1.1428571428571421,0.13636363636363635,-0.2033898305084746,-0.33142201834860285,-0.6000000000000013,-0.9285714285714277,1.210526315789473,1.0,white
-0.20000000000000018,0.0,-0.5833333333333334,0.7896341463414632,0.14285714285714293,0.5,0.7457627118644068,0.7305045871559567,0.7500000000000006,-0.2857142857142854,-0.3157894736842103,0.0,white
-1.0999999999999996,-0.45454545454545464,-0.6666666666666669,-0.3445121951219512,0.28571428571428586,1.1818181818181819,0.9322033898305084,0.2924311926605544,1.4000000000000008,1.7142857142857133,-0.15789473684210562,0.0,white
-0.7999999999999998,0.0,-0.2500000000000002,-0.2469512195121951,-0.14285714285714243,0.13636363636363635,0.1694915254237288,-0.9369266055045818,0.20000000000000046,-0.5714285714285708,1.210526315789473,1.0,white
-0.5999999999999996,-0.09090909090909098,1.7500000000000002,0.22865853658536583,0.21428571428571438,1.0909090909090908,0.711864406779661,0.18692660550458817,0.049999999999999004,1.642857142857142,0.0,-1.0,white
-0.7999999999999998,0.5454545454545454,0.08333333333333341,0.5823170731707317,-0.7857142857142851,-0.5454545454545454,-0.7457627118644068,-0.26261467889906964,-0.4000000000000009,-0.2857142857142854,0.8947368421052626,1.0,white
